observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,cameraSetupType,scientificName,count,lifeStage,sex,behavior,individualID,individualPositionRadius,individualPositionAngle,individualSpeed,bboxX,bboxY,bboxWidth,bboxHeight,classificationMethod,classifiedBy,classificationTimestamp,classificationProbability,observationTags,observationComments,taxon.taxonID,taxon.taxonRank,taxon.order,taxon.family,taxon.vernacularNames.eng,taxon.vernacularNames.nld
f13c250a-1d04-42ce-af0d-af479df98e68,99865873-b698-4a9a-9a11-082f5fc74ea1,NA,6d7919c3-b9b4-4028-85c5-f46205bcd817,2025-11-25T19:50:02Z,2025-11-25T19:50:27Z,event,animal,NA,Dama dama,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Annick Vercaemer,2025-12-20T16:32:49Z,0,NA,mogelijks vos op achtergrond?,https://www.checklistbank.org/dataset/COL2023/taxon/342N9,species,Artiodactyla,Cervidae,Fallow deer,Damhert
44f9ee2e-0e9e-4c02-a2a0-b4c366ff8ece,a72a49c7-71b3-48db-b800-67948ac87a82,NA,4c04aaf6-3785-49cd-bd0b-15fba44c1739,2025-12-15T16:11:07Z,2025-12-15T16:11:44Z,event,animal,NA,Capreolus capreolus,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Thomas Devreeze,2025-12-23T14:00:09Z,0.5,NA,sprong tussen foto 30 en 31 doet me op 3 exemplaren uitkomen,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
1b2a8256-c48c-46ab-ac96-037c2a5895a2,af49e432-aafb-4dd6-8be4-053ee65a0fb6,NA,0e77486b-43e6-42d1-9611-bd21f15c271e,2025-10-24T01:20:47Z,2025-10-24T01:23:02Z,event,animal,NA,Capreolus capreolus,1,NA,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Annick Vercaemer,2025-11-22T18:56:14Z,0.5,NA,zelfde dier als in reeks 10,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
6ced53b7-b411-48c1-9070-aa171d7168f2,fea126b7-178f-448a-8a81-57ff9435a313,NA,89b8d2f7-6252-4904-9932-ade58edc8618,2025-10-24T23:38:21Z,2025-10-24T23:38:41Z,event,animal,NA,Dama dama,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Ciara Dewandeleer,2026-07-17T09:35:33Z,1,NA,No deployment calibration found,https://www.checklistbank.org/dataset/COL2023/taxon/342N9,species,Artiodactyla,Cervidae,Fallow deer,Damhert
c88be1a2-6bd6-41ff-8ad5-457bb75c9822,fea126b7-178f-448a-8a81-57ff9435a313,NA,fcbd5002-f886-46cb-b686-5fe120e42d0c,2025-10-25T03:12:11Z,2025-10-25T03:12:42Z,event,animal,NA,Dama dama,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Ciara Dewandeleer,2026-07-17T09:38:16Z,1,NA,No deployment calibration found,https://www.checklistbank.org/dataset/COL2023/taxon/342N9,species,Artiodactyla,Cervidae,Fallow deer,Damhert
d86f4f9a-b401-44d5-9c9b-4815900991fc,fea126b7-178f-448a-8a81-57ff9435a313,NA,80ae5ecc-cdbf-4e05-9a4d-e6466a73514a,2025-10-27T09:25:46Z,2025-10-27T09:25:53Z,event,animal,NA,Dama dama,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Ciara Dewandeleer,2026-07-17T09:40:16Z,1,NA,No deployment calibration found,https://www.checklistbank.org/dataset/COL2023/taxon/342N9,species,Artiodactyla,Cervidae,Fallow deer,Damhert
4c2df9e8-a5f6-4376-be20-6763b52be001,fea126b7-178f-448a-8a81-57ff9435a313,NA,fcadd0fc-13d2-4b02-91ed-bb95d8e7226f,2025-10-29T04:15:40Z,2025-10-29T04:15:45Z,event,animal,NA,Dama dama,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Ciara Dewandeleer,2026-07-17T09:41:26Z,1,NA,No deployment calibration found,https://www.checklistbank.org/dataset/COL2023/taxon/342N9,species,Artiodactyla,Cervidae,Fallow deer,Damhert
43522b46-4f7c-4f8b-9dba-2ebaa6b92f3b,fea126b7-178f-448a-8a81-57ff9435a313,NA,caaa1fca-a200-4aad-a340-73cf6cfd9fae,2025-11-03T17:33:06Z,2025-11-03T17:33:27Z,event,animal,NA,Dama dama,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Ciara Dewandeleer,2026-07-17T09:53:57Z,1,NA,No deployment calibration found,https://www.checklistbank.org/dataset/COL2023/taxon/342N9,species,Artiodactyla,Cervidae,Fallow deer,Damhert
bf83b470-2bb7-4f79-b063-dc71cce43b84,fea126b7-178f-448a-8a81-57ff9435a313,NA,c069a368-2653-4beb-ba8e-a5ea3458a75d,2025-11-04T09:42:12Z,2025-11-04T09:42:18Z,event,animal,NA,Dama dama,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Ciara Dewandeleer,2026-07-17T09:56:12Z,1,NA,No deployment calibration found,https://www.checklistbank.org/dataset/COL2023/taxon/342N9,species,Artiodactyla,Cervidae,Fallow deer,Damhert
d0f3aa1c-f3f9-4e04-af03-57d88ef449ed,fea126b7-178f-448a-8a81-57ff9435a313,NA,42577762-c0ed-447e-abdf-fc4f1881adad,2025-11-12T17:45:07Z,2025-11-12T17:45:19Z,event,animal,NA,Dama dama,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Ciara Dewandeleer,2026-07-17T09:58:40Z,1,NA,No deployment calibration found,https://www.checklistbank.org/dataset/COL2023/taxon/342N9,species,Artiodactyla,Cervidae,Fallow deer,Damhert
6701d3e0-6c89-4a41-9c6b-70c5b060d874,fea126b7-178f-448a-8a81-57ff9435a313,NA,de5ba3b0-226f-443c-a68f-c4188d49f424,2025-11-15T18:07:24Z,2025-11-15T18:07:29Z,event,animal,NA,Dama dama,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Ciara Dewandeleer,2026-07-17T10:02:49Z,1,NA,No deployment calibration found,https://www.checklistbank.org/dataset/COL2023/taxon/342N9,species,Artiodactyla,Cervidae,Fallow deer,Damhert
cdbec02f-1b52-41fa-bf94-c5d0e09d0c47,fea126b7-178f-448a-8a81-57ff9435a313,NA,91d83ef7-311b-4a86-b8b8-8f4733794557,2025-11-17T15:38:04Z,2025-11-17T15:39:15Z,event,animal,NA,Capreolus capreolus,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,human,Ciara Dewandeleer,2026-07-17T10:05:34Z,1,NA,No deployment calibration found,https://www.checklistbank.org/dataset/COL2023/taxon/QSF3,species,Artiodactyla,Cervidae,Roe deer,Ree
